360.04553,505.0946,180.02277,951.5189,496.61224,910.6952,659.1866,1403.9521,859.2417,822.669,1701.5197,1904.1553,1391.1746,2007.1567,2364.9854,1762.6096,2091.7573,2558.436,2476.824,2075.4878,2702.1204,2754.582,2338.6704,1792.2865,2425.8396,2441.8372,2224.8608,2022.6108,2449.751,1436.802,1376.4948,1629.915,1167.2825,1521.2169,1835.9485,2346.7786,2309.149,2111.7756,2319.9712,2138.6028,2432.1365,2471.454,2752.8257,2795.7798,2796.1785,2986.4575,3087.1162,2955.272,2769.8647,2325.627,1984.6532,2279.0176,2153.9458,2477.9265,2291.4478,2787.3135,2677.4746,2521.4272,2482.195,3016.1982,2618.6348,3587.3633,3448.98,3641.2725,3977.9492,4407.679,1692.6106,1828.8265,1860.0813,2593.7612,2763.1438,3092.8503,3084.9429,3326.3914,3775.2456,4076.5383,3655.7275,3531.043,3639.6064,3923.7314,3987.0728,3362.6528,2901.0173,1643.0256,3444.0764,3615.459,3258.1914,2805.6826,3090.1653,3029.0703,2302.024,1852.1241,3084.0059,3116.9202,3250.6582,3497.2844,2697.494,2713.1978,3266.4414,3104.6392,3410.739,3613.1882,4023.04,4356.121,3739.1594,3550.7083,3225.347,2916.0608,2749.283,2759.9126,3027.7737,3367.4983,3333.0547,3890.173,3399.0364,2604.1982,2628.8557,2241.616,2309.8035,2620.5144,2880.5562,3026.5398,3137.5305,3099.091,3294.5034,3438.06,3842.0852,2535.6907,2828.54,3147.7244,1972.9348,2239.233,2282.655,3457.7732,3281.809,4216.326,3875.062,1806.4298,3301.7693,3711.0986,3539.8271,3249.505,2943.2925,2710.2969,2696.7832,3028.3564,4250.374,3460.446,3696.1003,3850.8843,4025.5764,4210.883,4172.9478,3652.7942,2400.782,2108.0693
505.0946,892.84863,685.1174,446.42432,1001.70685,896.86456,1164.2812,1390.1216,1364.3364,1327.7637,1687.6891,1890.3247,1896.2692,2039.7374,2800.0332,2267.704,2596.8518,2606.5823,2688.1943,2580.5823,3207.215,3259.6768,2843.7651,2297.3813,2930.9343,2946.932,2729.9556,2527.7056,2954.8457,1941.8967,1881.5895,2135.0098,1672.3772,2026.3116,1822.1179,2332.948,2295.3184,2097.945,2306.1406,2124.7722,2418.306,2976.5488,3257.9204,3300.8745,3301.2732,3491.5522,3592.211,3460.3667,3274.9595,2830.722,2489.748,2784.1125,2659.0405,2983.0212,2796.5425,3292.4082,3182.5693,3026.522,2987.2898,3521.293,3123.7295,4092.458,3954.0747,4146.367,4483.044,4912.774,2197.7053,2333.9211,2365.176,2579.9307,2749.3132,3079.0198,3071.1123,3312.5608,3761.415,4581.633,4160.8223,4036.1377,4144.701,4428.8257,4492.1675,3867.7476,3406.112,2148.1204,3949.1711,4120.5537,3763.2861,3310.7778,3595.2603,3534.165,2807.1187,2357.219,3589.1006,3622.015,3755.753,4002.3792,3202.5886,3218.2925,3771.5361,3609.734,3915.8337,4118.2827,4528.135,4861.216,4244.254,4055.803,3730.4417,3421.1555,3254.3777,3265.0073,3532.8684,3872.593,3838.1494,4395.268,3904.131,3109.293,3133.9504,2746.7107,2814.8982,3125.6091,3385.651,3531.6345,3642.6252,3604.1858,3799.5981,3943.1548,4347.1797,3040.7854,3333.6348,3652.819,2478.0295,2744.3276,2787.7498,3443.9426,3267.9785,4721.421,4380.1567,2311.5247,3806.864,4216.1934,4044.9219,3754.5996,3448.3875,3215.3918,3201.878,3533.4512,4236.5435,3965.5408,4201.1953,4355.9795,4530.672,4715.9785,4678.042,4157.8887,2905.877,2613.1643
180.02277,685.1174,360.04553,1131.5417,316.58948,730.6725,479.16382,1223.9294,679.21893,642.64624,1521.497,1724.1326,1211.1517,1827.1339,2184.9624,1582.5868,1911.7345,2378.4133,2296.8013,1895.4648,2522.0977,2574.559,2158.6477,1612.2637,2245.817,2261.8145,2044.8381,1842.588,2269.728,1256.7792,1196.4719,1449.8921,987.25964,1341.1941,1655.9258,2166.7559,2129.1265,1931.7529,2139.9485,1958.5801,2252.1138,2291.4314,2572.803,2615.7573,2616.1558,2806.4346,2907.0933,2775.249,2589.8418,2145.6042,1804.6304,2098.9949,1973.9231,2297.9038,2111.4248,2607.2908,2497.4517,2341.4043,2302.1724,2836.1753,2438.612,3407.3403,3268.957,3461.2498,3797.9263,4227.6562,1512.5878,1648.8037,1680.0585,2413.7385,2583.121,2912.8276,2904.9202,3146.3687,3595.223,3896.5154,3475.7046,3351.02,3459.5835,3743.7085,3807.0498,3182.6301,2720.9946,1463.0028,3264.0535,3435.436,3078.1685,2625.6602,2910.1426,2849.0474,2122.001,1672.1013,2903.983,2936.8972,3070.6353,3317.2615,2517.4712,2533.1748,3086.4185,2924.6162,3230.716,3433.1653,3843.017,4176.098,3559.1365,3370.6853,3045.324,2736.0378,2569.26,2579.8896,2847.7507,3187.4753,3153.0317,3710.1504,3219.0137,2424.1755,2448.833,2061.5933,2129.7808,2440.4917,2700.5332,2846.5168,2957.5076,2919.068,3114.4805,3258.037,3662.0623,2355.6677,2648.517,2967.7017,1792.912,2059.21,2102.6323,3277.7505,3101.7864,4036.3032,3695.039,1626.407,3121.7463,3531.0757,3359.8042,3069.482,2763.2698,2530.2742,2516.7603,2848.3335,4070.351,3280.423,3516.0776,3670.8616,3845.5537,4030.8604,3992.9248,3472.7715,2220.7593,1928.0466
951.5189,446.42432,1131.5417,892.84863,864.5232,450.44025,1027.0977,943.69727,1227.1528,1190.5801,1241.2648,1443.9004,1759.0856,1593.3131,2353.609,2130.5205,2459.6682,2160.158,2241.77,2443.3987,3070.0315,3122.4932,2706.5815,2160.1978,2793.7507,2809.7483,2592.772,2390.522,2817.662,1804.7131,1744.4059,1997.8262,1535.1936,1889.128,1375.6936,1886.5237,1848.8942,1651.5208,1859.7163,1678.3479,1971.8816,2839.3652,3120.7368,3163.691,3164.0896,3354.3687,3455.0273,3323.183,3137.776,2693.5383,2352.5645,2646.929,2521.857,2845.8376,2659.359,3155.2246,3045.3857,2889.3384,2850.1062,3384.1094,2986.546,3955.2744,3816.891,4009.1836,4345.8604,4775.5903,2060.5217,2196.7375,2227.9924,2133.5063,2302.889,2632.5955,2624.688,2866.1365,3314.9907,4444.449,4023.6387,3898.954,4007.5176,4291.642,4354.984,3730.564,3268.9285,2010.9368,3811.9875,3983.37,3626.1025,3173.5942,3458.0767,3396.9814,2669.935,2220.0354,3451.917,3484.8313,3618.5693,3865.1956,3065.405,3081.109,3634.3525,3472.5503,3778.6501,3981.0994,4390.951,4724.032,4107.0703,3918.6194,3593.258,3283.972,3117.194,3127.8237,3395.6848,3735.4094,3700.9658,4258.0845,3766.9475,2972.1094,2996.7668,2609.527,2677.7146,2988.4255,3248.4673,3394.451,3505.4417,3467.0022,3662.4146,3805.9712,4209.996,2903.6018,3196.4512,3515.6355,2340.846,2607.144,2650.5662,2997.5183,2821.5542,4315.9883,4242.973,2174.341,3669.6804,4079.0098,3907.7383,3617.416,3311.2039,3078.2083,3064.6943,3396.2676,3790.1191,3828.3572,4064.0115,4218.7954,4393.488,4578.7944,4540.859,4020.7053,2768.6934,2475.9807
496.61224,1001.70685,316.58948,864.5232,325.14868,414.08298,162.57434,907.33997,362.62946,326.05676,1204.9075,1407.543,894.56226,1510.5444,1868.3729,1265.9973,1595.145,2061.8237,1980.2117,1578.8755,2205.508,2257.9697,1842.0582,1295.6742,1929.2273,1945.2249,1728.2487,1525.9985,1953.1387,940.1897,879.88245,1133.3027,670.67017,1024.6046,1339.3363,1850.1665,1812.537,1615.1636,1823.3591,1641.9907,1935.5244,1974.8418,2256.2134,2299.1675,2299.5662,2489.8452,2590.504,2458.6597,2273.2524,1829.0148,1488.0409,1782.4054,1657.3336,1981.3142,1794.8353,2290.7012,2180.8623,2024.815,1985.5828,2519.586,2122.0225,3090.751,2952.3677,3144.6602,3481.337,3911.067,1195.9983,1332.2142,1363.469,2097.1492,2266.5317,2596.2383,2588.3308,2829.7793,3278.6335,3579.926,3159.1152,3034.4307,3142.9941,3427.1191,3490.4604,2866.0405,2404.405,1146.4133,2947.4639,3118.8464,2761.579,2309.0703,2593.553,2532.458,1805.4116,1355.5118,2587.3936,2620.3079,2754.046,3000.6719,2200.8816,2216.5854,2769.829,2608.0269,2914.1267,3116.576,3526.4277,3859.5085,3242.5469,3054.0957,2728.7344,2419.4485,2252.6707,2263.3003,2531.1614,2870.886,2836.4424,3393.5608,2902.424,2107.586,2132.2434,1745.0037,1813.1912,2123.902,2383.9438,2529.9275,2640.9182,2602.4788,2797.891,2941.4478,3345.473,2039.0784,2331.9277,2651.112,1476.3225,1742.6205,1786.0427,2961.1611,2785.197,3719.7139,3378.4497,1309.8175,2805.1567,3214.4863,3043.2148,2752.8926,2446.6802,2213.6846,2200.171,2531.7441,3753.7617,2963.8337,3199.488,3354.272,3528.964,3714.2708,3676.3354,3156.182,1904.1696,1611.457
910.6952,896.86456,730.6725,450.44025,414.08298,828.16595,576.65735,493.257,776.71246,740.1398,790.82446,993.46,1308.6453,1142.8728,1903.1686,1680.0803,2009.228,1709.7178,1791.3298,1992.9585,2619.591,2672.0527,2256.141,1709.7572,2343.3103,2359.3079,2142.3315,1940.0815,2367.2217,1354.2727,1293.9655,1547.3857,1084.7532,1438.6876,925.2533,1436.0835,1398.454,1201.0806,1409.2761,1227.9077,1521.4414,2388.9248,2670.2964,2713.2505,2713.6492,2903.9282,3004.587,2872.7427,2687.3354,2243.0977,1902.1239,2196.4883,2071.4165,2395.3972,2208.9185,2704.7842,2594.9453,2438.898,2399.6658,2933.669,2536.1055,3504.834,3366.4507,3558.7432,3895.42,4325.15,1610.0813,1746.2972,1777.552,1683.066,1852.4487,2182.1553,2174.2478,2415.6963,2864.5505,3994.009,3573.1982,3448.5137,3557.0771,3841.2021,3904.5435,3280.1235,2818.488,1560.4963,3361.547,3532.9297,3175.662,2723.1533,3007.636,2946.541,2219.4946,1769.5948,3001.4766,3034.3909,3168.129,3414.7551,2614.9646,2630.6685,3183.912,3022.1099,3328.2097,3530.659,3940.5107,4273.592,3656.6301,3468.179,3142.8176,2833.5315,2666.7537,2677.3833,2945.2444,3284.969,3250.5254,3807.6438,3316.507,2521.669,2546.3264,2159.0867,2227.2742,2537.985,2798.0269,2944.0105,3055.0012,3016.5618,3211.974,3355.5308,3759.556,2453.1614,2746.0107,3065.195,1890.4055,2156.7036,2200.1257,2547.0781,2371.114,3865.5476,3792.5327,1723.9005,3219.24,3628.5693,3457.2979,3166.9756,2860.7632,2627.7676,2614.254,2945.8271,3339.6787,3377.9167,3613.571,3768.355,3943.047,4128.3535,4090.4185,3570.265,2318.2527,2025.54
659.1866,1164.2812,479.16382,1027.0977,162.57434,576.65735,325.14868,1069.9143,200.05511,163.48244,1367.4818,1497.3829,731.9879,1347.9701,1705.7986,1103.423,1432.5707,1899.2495,1817.6375,1416.301,2042.9337,2095.3953,1679.4839,1133.0999,1766.653,1782.6505,1565.6743,1363.4242,1790.5643,777.61536,717.3081,970.72833,508.09583,862.0303,1501.9106,1940.0063,1902.3768,1705.0034,1985.9333,1804.565,2098.0986,1812.2675,2093.639,2136.5933,2136.9917,2327.2708,2427.9294,2296.0852,2110.678,1666.4404,1325.4666,1619.831,1494.7593,1818.74,1632.261,2128.127,2018.288,1862.2406,1823.0084,2357.0117,1959.4482,2928.1768,2789.7932,2982.086,3318.7625,3748.4927,1033.424,1169.6399,1200.8947,2186.989,2429.106,2758.8125,2750.905,2992.3535,3441.2078,3417.3518,2996.541,2871.8564,2980.42,3264.545,3327.886,2703.4663,2241.8306,983.839,2784.8896,2956.2722,2599.0046,2146.496,2430.9788,2369.8835,1642.8373,1192.9375,2424.819,2457.7336,2591.4714,2838.0977,2038.3073,2054.0112,2607.255,2445.4526,2751.5525,2954.0017,3363.8535,3696.9343,3079.9727,2891.5215,2566.1602,2256.874,2090.0962,2100.726,2368.5872,2708.3118,2673.8682,3230.9863,2739.8496,1945.0116,1969.6691,1582.4293,1650.6168,1961.3278,2221.3696,2367.3533,2478.344,2439.9045,2635.317,2778.8735,3182.8987,1876.5039,2169.3535,2488.5376,1313.7482,1580.0461,1623.4684,3123.7354,2947.7712,3557.1396,3215.8752,1147.2432,2642.5825,3051.9119,2880.6406,2590.3184,2284.106,2051.1104,2037.5966,2369.17,3916.336,2801.2595,3036.9136,3191.6975,3366.3896,3551.6963,3513.7607,2993.6074,1741.5953,1448.8828
1403.9521,1390.1216,1223.9294,943.69727,907.33997,493.257,1069.9143,595.135,1269.9695,1233.3967,297.5675,500.20306,1265.5981,649.6159,1409.9116,1637.0331,1683.1394,1216.4607,1298.0728,1782.0095,3112.8481,3165.3096,2749.3984,2203.0142,2836.5674,2852.565,2635.5889,2433.3386,2860.4788,1847.5298,1787.2225,2040.6428,1578.0103,1931.9447,431.99634,942.82654,905.19696,707.82355,916.01917,734.6507,1028.1844,2882.182,3163.5535,3206.5078,3206.9062,3397.185,3497.8438,3365.9998,3180.5925,2736.355,2395.381,2689.7456,2564.6736,2888.6543,2702.1753,3198.0415,3088.2024,2932.1553,2892.9229,3426.926,3029.3625,3998.091,3859.7075,4052.0002,4388.677,4818.407,2103.3384,2239.5542,2270.809,1189.8091,1359.1917,1688.8981,1680.9906,1922.4392,2371.2935,3512.0786,3932.8892,3941.7705,4050.3342,4334.459,4397.8003,3773.3806,3311.745,2053.7534,3854.804,4026.1865,3668.919,3216.4106,3500.8933,3439.7983,2712.7517,2262.852,3494.7336,3527.6482,3661.3857,3908.012,3108.2217,3123.9255,3677.1692,3515.367,3821.4668,4023.916,4433.7676,4766.8486,4149.8867,3961.4358,3636.0745,3326.7883,3160.0105,3170.6404,3438.5015,3778.226,3743.7825,4300.901,3809.7642,3014.926,3039.5835,2652.3438,2720.5312,3031.2422,3291.284,3437.2676,3548.2583,3509.8188,3705.2312,3848.7878,4252.813,2946.4182,3239.2676,3558.4521,2383.6626,2649.9604,2693.3828,2053.821,1877.8569,3372.2908,4285.7896,2217.1577,3712.4968,4121.826,3950.5552,3660.233,3354.0205,3121.025,3107.5112,3439.0845,2846.4219,3871.1738,4106.828,4261.6123,4436.3047,4621.6113,4583.6753,4063.522,2811.51,2518.7974
859.2417,1364.3364,679.21893,1227.1528,362.62946,776.71246,200.05511,1269.9695,400.11023,277.93918,1567.537,1611.8397,846.4447,1462.4269,1728.0188,1217.8798,1454.791,1921.4697,1839.8577,1355.9207,1842.8787,1895.3401,1479.4287,933.04474,1566.5979,1582.5955,1365.6191,1163.3691,1590.5093,577.56024,517.2529,770.6732,308.0407,661.97516,1680.0464,2054.4631,2016.8336,1819.4602,2164.069,1982.7007,2276.2344,1612.2124,1893.5839,1936.5382,1936.9368,2127.2158,2227.8745,2096.0303,1910.623,1466.3855,1125.4115,1419.7761,1294.7042,1618.6848,1432.2059,1928.0719,1818.2329,1662.1855,1622.9534,2156.9565,1759.3931,2728.1216,2589.7383,2782.0308,3118.7075,3548.4375,833.36896,969.58484,1000.8396,2301.4458,2607.2417,2936.9482,2929.0408,3170.4893,3619.3435,3217.2964,2796.4858,2671.8008,2780.3645,3064.4895,3127.8308,2503.4111,2041.7756,783.78394,2584.8345,2756.217,2398.9495,1946.4412,2230.9238,2169.8286,1442.7822,992.88245,2224.7642,2257.6785,2391.4163,2638.0425,1838.2522,1853.956,2407.1997,2245.3975,2551.4973,2753.9465,3163.7983,3496.8792,2879.9175,2691.4663,2366.105,2056.8188,1890.041,1900.6709,2168.532,2508.2566,2473.8127,3030.9314,2539.7947,1744.9565,1769.614,1382.3743,1450.5618,1761.2727,2021.3143,2167.2979,2278.2886,2239.849,2435.2615,2578.818,2982.8433,1676.4487,1969.2982,2288.4827,1113.6931,1379.991,1423.4133,3301.871,3125.907,3357.084,3015.82,947.1882,2442.5273,2851.8567,2680.5854,2390.2632,2084.0508,1851.0553,1837.5415,2169.1147,3882.953,2601.204,2836.8586,2991.6426,3166.3347,3351.6414,3313.706,2793.5525,1541.5403,1248.8278
822.669,1327.7637,642.64624,1190.5801,326.05676,740.1398,163.48244,1233.3967,277.93918,326.96487,1530.9642,1333.9005,568.5055,1184.4877,1542.3162,939.94055,1269.0883,1735.7671,1654.155,1252.8186,2120.8179,2173.2793,1757.3679,1210.9839,1844.537,1860.5345,1643.5583,1441.3082,1868.4484,855.4994,795.19214,1048.6123,585.97986,939.9143,1402.1072,1776.5239,1738.8944,1541.521,1886.1299,1704.7615,1998.2952,1890.1515,2171.523,2214.4773,2214.876,2405.1548,2505.8135,2373.9692,2188.562,1744.3245,1403.3506,1697.7151,1572.6433,1896.624,1710.145,2206.011,2096.1719,1940.1246,1900.8925,2434.8955,2037.3323,3006.0605,2867.6772,3059.9697,3396.6465,3826.3765,1111.308,1247.5239,1278.7787,2023.5065,2329.3025,2659.009,2651.1016,2892.55,3341.4043,3495.2356,3074.4248,2949.7402,3058.3037,3342.4287,3405.77,2781.35,2319.7146,1061.723,2862.7737,3034.1562,2676.8887,2224.3804,2508.8628,2447.7676,1720.7213,1270.8215,2502.7031,2535.6174,2669.3555,2915.9817,2116.1914,2131.895,2685.1387,2523.3364,2829.4363,3031.8855,3441.7373,3774.818,3157.8567,2969.4055,2644.0442,2334.758,2167.9802,2178.6099,2446.471,2786.1956,2751.752,3308.8706,2817.734,2022.8956,2047.5531,1660.3134,1728.5009,2039.2118,2299.2534,2445.237,2556.2278,2517.7883,2713.2007,2856.7573,3260.7825,1954.388,2247.2373,2566.4219,1391.6322,1657.9302,1701.3524,3023.932,2847.9678,3635.0234,3293.7593,1225.1272,2720.4666,3129.796,2958.5244,2668.2021,2361.99,2128.9944,2115.4805,2447.0537,3816.5327,2879.1433,3114.7979,3269.5818,3444.274,3629.5806,3591.645,3071.4917,1819.4794,1526.7668
